sample	pre.ccf	on.ccf	pre.ccf.pyc	on.ccf.pyc	pre.ccf.abs	on.ccf.abs	pre.ccf.pyc.ci	on.ccf.pyc.ci	pre.is.neo	on.is.neo	gene	clonal	clonal2
Pt51_8_145109495_T_A	Pt51	1.01224580935752	0.997290350318128	0.964457731087	0.9537462428	NA	1	1.01224580935752	0.997290350318128	1	1	OPLAH	clonal both	no selection
Pt51_8_145999809_G_A	Pt51	1.09491744991668	1.0621229374796	0.958931746743	0.949478564112	0.82	0.87	1.09491744991668	1.0621229374796	1	1	ZNF34	clonal both	no selection
Pt51_9_35091693_G_A	Pt51	0.995288707735904	0.98692957171586	0.965053689627	0.956070178886	0.97	1	0.995288707735904	0.98692957171586	0	0	PIGO	clonal both	no selection
Pt51_9_35091694_G_A	Pt51	0.994968206987004	0.987541271497596	0.965174232542	0.955933934315	1	1	0.994968206987004	0.987541271497596	0	0	PIGO	clonal both	no selection
Pt51_9_43626676_G_A	Pt51	0.991684473054048	0.987816697248648	0.965664911634	0.955416812342	1	1	0.991684473054048	0.987816697248648	0	0	SPATA31A6	clonal both	no selection
Pt51_9_69421946_T_C	Pt51	1.09890601547683	0	0.956945469782	0	0.75	0	1.09890601547683	0	0	0	0	lost clonal pre2on	negative selection
Pt51_9_71628286_G_A	Pt51	0.9962743951769	0.989258077185844	0.965012443045	0.954723872623	0.98	1	0.9962743951769	0.989258077185844	0	0	PRKACG	clonal both	no selection
Pt51_9_72131610_G_A	Pt51	0.990816322919324	0.987116376137896	0.965816148683	0.955721391691	1	1	0.990816322919324	0.987116376137896	1	1	APBA1	clonal both	no selection
Pt51_9_79325029_C_A	Pt51	0.9931499393697	0.988522123431056	0.965407167718	0.955392420951	1	1	0.9931499393697	0.988522123431056	0	0	PRUNE2	clonal both	no selection
Pt51_9_86554457_G_A	Pt51	0.991856322309636	0.991144978881496	0.965631911832	0.954473128947	1	1	0.991856322309636	0.991144978881496	1	1	C9orf64	clonal both	no selection
Pt51_9_101235588_A_C	Pt51	0.991013773380316	0.989252744090484	0.965695003427	0.954583681269	1	1	0.991013773380316	0.989252744090484	1	1	GABBR2	clonal both	no selection
Pt51_9_114289802_G_A	Pt51	1.00749257377579	0.990488762887172	0.963741577275	0.954611478601	0.83	0.97	1.00749257377579	0.990488762887172	0	0	ZNF483	clonal both	no selection
Pt51_9_120475688_G_A	Pt51	0.994602121664836	0.993418950215776	0.965325932446	0.953778464891	1	0.88	0.994602121664836	0.993418950215776	0	0	TLR4	clonal both	no selection
Pt51_9_131022903_C_T	Pt51	0.99149436929828	0.991214069368432	0.96561914178	0.954614653328	1	0.98	0.99149436929828	0.991214069368432	0	0	GOLGA2	clonal both	no selection
Pt51_9_137804439_C_T	Pt51	1.00388703367091	1.02206956507612	0.964318490427	0.951258935825	0.93	0.72	1.00388703367091	1.02206956507612	1	1	FCN1	clonal both	no selection
Pt51_9_139391405_G_A	Pt51	1.00421719761816	0.991924215705056	0.964191414042	0.954256442219	0.86	0.97	1.00421719761816	0.991924215705056	0	0	NOTCH1	clonal both	no selection
Pt51_9_140695444_C_T	Pt51	0.99816074882148	0.992832204485804	0.964920710132	0.954109940227	1	0.9	0.99816074882148	0.992832204485804	0	0	EHMT1	clonal both	no selection
Pt51_X_20043197_C_T	Pt51	NA	NA	NA	NA	NA	1	NA	NA	0	0	MAP7D2	NA	NA
Pt51_X_34148686_C_T	Pt51	NA	NA	NA	NA	1	1	NA	NA	0	0	FAM47A	NA	NA
Pt51_X_49063539_C_T	Pt51	NA	NA	NA	NA	1	1	NA	NA	0	0	CACNA1F	NA	NA
Pt51_X_49068767_G_A	Pt51	NA	NA	NA	NA	1	1	NA	NA	0	0	CACNA1F	NA	NA
Pt51_X_66765834_T_A	Pt51	NA	NA	NA	NA	1	1	NA	NA	0	0	AR	NA	NA
Pt51_X_100515547_C_T	Pt51	NA	NA	NA	NA	NA	1	NA	NA	0	0	DRP2	NA	NA
Pt51_X_103431192_C_T	Pt51	NA	NA	NA	NA	1	1	NA	NA	0	0	FAM199X	NA	NA
Pt51_X_110653473_C_T	Pt51	NA	NA	NA	NA	1	1	NA	NA	0	0	DCX	NA	NA
Pt51_X_125686427_C_T	Pt51	NA	NA	NA	NA	1	1	NA	NA	0	0	DCAF12L1	NA	NA
Pt51_X_134305050_C_T	Pt51	NA	NA	NA	NA	1	1	NA	NA	0	0	CT55	NA	NA
Pt51_X_135432333_G_A	Pt51	NA	NA	NA	NA	1	1	NA	NA	0	0	ADGRG4	NA	NA
Pt51_X_142718482_C_T	Pt51	NA	NA	NA	NA	1	1	NA	NA	0	0	SLITRK4	NA	NA
Pt51_Y_2847427_C_A	Pt51	0.9890024154227	0.987446838159056	0.96629194284	0.957466875034	NA	NA	0.9890024154227	0.987446838159056	1	1	ZFY	clonal both	no selection
Pt51_Y_14834050_G_A	Pt51	0.988496225786292	0.987276655594004	0.966393837284	0.957367624984	NA	NA	0.988496225786292	0.987276655594004	0	0	USP9Y	clonal both	no selection
Pt51_10_135438753_G_A	Pt51	0	0.993507300480232	0	0.954870371477	0	NA	0	0.993507300480232	0	0	FRG2B	novel clonal in on	positive selection
Pt51_10_135438810_G_A	Pt51	0	1.02542321411566	0	0.950965290363	0	0.7	0	1.02542321411566	0	0	FRG2B	novel clonal in on	positive selection
Pt51_12_21791391_A_C	Pt51	0	0.366604180001916	0	0.260035952523	0	0.25	0	0.366604180001916	0	0	LDHB	novel subclonal in on	positive selection
Pt51_13_72440446_G_A	Pt51	0	0.368600525825364	0	0.258360675909	0	0.2	0	0.368600525825364	0	0	DACH1	novel subclonal in on	positive selection
Pt51_15_23406397_C_T	Pt51	0	1.0160261045129	0	0.95241672108	0	0.76	0	1.0160261045129	0	0	GOLGA6L22	novel clonal in on	positive selection
Pt51_15_25584357_T_C	Pt51	0	0.370285153169976	0	0.259924506112	0	0.22	0	0.370285153169976	0	1	UBE3A	novel subclonal in on	positive selection
Pt51_15_40648396_T_C	Pt51	0	1.1237306104328	0	0.939149258303	0	NA	0	1.1237306104328	0	0	PHGR1	novel clonal in on	positive selection
Pt51_15_40648397_G_C	Pt51	0	1.08515407794609	0	0.945279995629	0	NA	0	1.08515407794609	0	0	PHGR1	novel clonal in on	positive selection
Pt51_16_204263_G_C	Pt51	0	1.01610156268579	0	0.953105770468	0	0.83	0	1.01610156268579	0	0	HBZ	novel clonal in on	positive selection
Pt51_17_5049456_A_C	Pt51	0	1.02360052706446	0	0.951800964826	0	0.82	0	1.02360052706446	0	0	USP6	novel clonal in on	positive selection
Pt51_19_11728631_A_C	Pt51	0	0.993066815661212	0	0.954345566379	0	1	0	0.993066815661212	0	1	ZNF627	novel clonal in on	positive selection
Pt51_19_19164961_C_T	Pt51	0	1.00969271113556	0	0.953591073239	0	NA	0	1.00969271113556	0	1	ARMC6	novel clonal in on	positive selection
Pt51_19_52131302_T_A	Pt51	0	1.00114442575312	0	0.95422739561	0	NA	0	1.00114442575312	0	1	SIGLEC5	novel clonal in on	positive selection
Pt51_19_55607457_G_A	Pt51	0	0.990104389534244	0	0.955089696381	0	1	0	0.990104389534244	0	1	PPP1R12C	novel clonal in on	positive selection
Pt51_2_69472510_A_C	Pt51	0	1.11742465135571	0	0.940955765446	0	0.61	0	1.11742465135571	0	0	ANTXR1	novel clonal in on	positive selection
Pt51_2_75280801_T_A	Pt51	0	0.81389197349044	0	0.350779282667	0	NA	0	0.81389197349044	0	0	TACR1	novel subclonal in on	positive selection
Pt51_2_107459507_G_A	Pt51	0	1.02150820281762	0	0.953245164676	0	NA	0	1.02150820281762	0	0	ST6GAL2	novel clonal in on	positive selection
Pt51_2_131221010_A_T	Pt51	0	1.0044372888943	0	0.953761948049	0	1	0	1.0044372888943	0	1	POTEI	novel clonal in on	positive selection
Pt51_20_23016354_G_A	Pt51	0	0.9990656622029	0	0.954303256188	0	NA	0	0.9990656622029	0	1	SSTR4	novel clonal in on	positive selection
Pt51_3_50334392_C_T	Pt51	0	1.00153162857863	0	0.953761395447	0	0.93	0	1.00153162857863	0	1	NAT6	novel clonal in on	positive selection
Pt51_7_100681917_T_C	Pt51	0	0.457074046027812	0	0.268980244215	0	0.25	0	0.457074046027812	0	1	MUC17	novel subclonal in on	positive selection
Pt51_8_77766963_A_C	Pt51	0	1.24322521094148	0	0.906896225707	0	0.61	0	1.24322521094148	0	0	ZFHX4	novel clonal in on	positive selection
Pt51_9_27548428_T_A	Pt51	0	1.06403856811128	0	0.947609049588	0	0.73	0	1.06403856811128	0	0	C9orf72	novel clonal in on	positive selection
Pt51_9_33395103_G_A	Pt51	0	0.355743991201876	0	0.255425497778	0	0.16	0	0.355743991201876	0	0	AQP7	novel subclonal in on	positive selection
Pt51_X_48243999_C_G	Pt51	0	NA	0	NA	0	NA	0	NA	0	0	SSX4B	NA	NA
Pt52_1_1309552_C_A	Pt52	0.8641304114884	1.27081639809608	0.614700184259	0.797965379096	0.89	0.59	0.8641304114884	1.27081639809608	1	1	AURKAIP1	increased pre2on	positive selection
Pt52_1_2332340_C_T	Pt52	0.8234196601171	1.06823815477807	0.689151226879	0.946602544015	1	1	0.8234196601171	1.06823815477807	1	1	RER1	increased pre2on	positive selection
Pt52_1_9781610_C_T	Pt52	0.85785060033192	1.14243348584704	0.642336410304	0.937204605594	1	1	0.85785060033192	1.14243348584704	0	0	PIK3CD	increased pre2on	positive selection
Pt52_1_12853509_A_C	Pt52	0.87191502619616	0	0.573510942317	0	0.56	0	0.87191502619616	0	1	0	0	lost subclonal pre2on	negative selection
Pt52_1_13183833_C_T	Pt52	0.87385453300416	0	0.584429840735	0	0.63	0	0.87385453300416	0	1	0	0	lost subclonal pre2on	negative selection
Pt52_1_22924281_C_T	Pt52	0.86488150683576	1.148104068277	0.610986858313	0.931777364271	0.82	0.96	0.86488150683576	1.148104068277	0	0	EPHA8	increased pre2on	positive selection
Pt52_1_23111358_C_T	Pt52	0.864269915739848	1.00705674785785	0.687904041704	0.957978203271	1	1	0.864269915739848	1.00705674785785	0	0	EPHB2	increased pre2on	positive selection
Pt52_1_24201203_C_T	Pt52	0.824749410283412	1.05749582122878	0.687443553869	0.948235724608	1	1	0.824749410283412	1.05749582122878	0	0	CNR2	increased pre2on	positive selection
Pt52_1_24448089_C_T	Pt52	0.89211091739836	1.16643406096024	0.660465980508	0.926935989467	1	0.99	0.89211091739836	1.16643406096024	0	0	IL22RA1	increased pre2on	positive selection
Pt52_1_27332875_G_A	Pt52	0.87606254662144	1.01693703371471	0.716094697525	0.955768045763	1	1	0.87606254662144	1.01693703371471	1	1	FAM46B	increased pre2on	positive selection
Pt52_1_27614255_C_T	Pt52	0.859420587546988	1.01250494924532	0.678018929275	0.956026948756	1	1	0.859420587546988	1.01250494924532	1	1	WDTC1	increased pre2on	positive selection
Pt52_1_32098144_A_C	Pt52	0.85532409628324	1.211031811807	0.617125298941	0.890150438904	0.96	0.73	0.85532409628324	1.211031811807	0	0	PEF1	increased pre2on	positive selection
Pt52_1_34100903_G_A	Pt52	0.8577050666842	1.06614349294328	0.708717912952	0.947438348976	1	1	0.8577050666842	1.06614349294328	1	1	CSMD2	increased pre2on	positive selection
Pt52_1_34643564_C_T	Pt52	0.85481255248116	1.16144383619808	0.632553819352	0.924383664784	1	0.8	0.85481255248116	1.16144383619808	0	0	C1orf94	increased pre2on	positive selection
Pt52_1_41095021_C_T	Pt52	0.85991685694708	1.15907677883048	0.617242794635	0.92630101779	0.95	0.81	0.85991685694708	1.15907677883048	0	0	RIMS3	increased pre2on	positive selection
Pt52_1_43681004_A_C	Pt52	0.85749281097252	1.14951607203808	0.625829175053	0.93009639033	1	0.88	0.85749281097252	1.14951607203808	1	1	CFAP57	increased pre2on	positive selection
Pt52_1_43888870_G_A	Pt52	0.876581705033464	1.03528540586391	0.712955595377	0.953301024186	1	1	0.876581705033464	1.03528540586391	1	1	SZT2	increased pre2on	positive selection
Pt52_1_47139068_C_T	Pt52	0.871624314843084	1.00355477262099	0.717500647719	0.95886787221	1	1	0.871624314843084	1.00355477262099	0	0	TEX38	increased pre2on	positive selection
Pt52_1_52698842_G_A	Pt52	0.87716633176364	1.24515237348816	0.625420002191	0.87984905996	0.85	0.7	0.87716633176364	1.24515237348816	0	0	ZFYVE9	increased pre2on	positive selection
Pt52_1_52698843_G_A	Pt52	0.87436165242944	1.18758679416548	0.623106221899	0.917494122382	0.84	0.81	0.87436165242944	1.18758679416548	0	0	ZFYVE9	increased pre2on	positive selection
Pt52_1_55277783_C_G	Pt52	0.85290487385332	1.14426795484612	0.624216854456	0.932124380552	1	0.85	0.85290487385332	1.14426795484612	0	0	LEXM	increased pre2on	positive selection
Pt52_1_60456491_C_T	Pt52	0.89211406683844	1.02459336952431	0.6812758996	0.954233333463	1	1	0.89211406683844	1.02459336952431	0	0	C1orf87	increased pre2on	positive selection
Pt52_1_60456494_T_C	Pt52	0.900424596006	1.02885524168148	0.680222314861	0.953745362336	1	1	0.900424596006	1.02885524168148	1	1	C1orf87	increased pre2on	positive selection
Pt52_1_75072544_C_T	Pt52	0.86867872201856	1.14756661874936	0.641286527233	0.931942171981	1	1	0.86867872201856	1.14756661874936	0	0	ERICH3	increased pre2on	positive selection
Pt52_1_99156690_C_T	Pt52	0.86753704060188	1.14550037271808	0.609080174565	0.93397007076	0.89	1	0.86753704060188	1.14550037271808	0	0	SNX7	increased pre2on	positive selection
Pt52_1_100613777_C_T	Pt52	0.85640208872456	1.22703288768596	0.615629086345	0.881453428704	0.96	0.7	0.85640208872456	1.22703288768596	0	0	TRMT13	increased pre2on	positive selection
Pt52_1_100624819_C_T	Pt52	0.882023355945244	1.02693096004757	0.71458318467	0.954715977549	1	1	0.882023355945244	1.02693096004757	0	0	LRRC39	increased pre2on	positive selection
Pt52_1_109807073_C_T	Pt52	0.873594838767188	1.01428566393517	0.691184768443	0.956462860477	1	1	0.873594838767188	1.01428566393517	0	0	CELSR2	increased pre2on	positive selection
Pt52_1_118514501_C_T	Pt52	0.860540353906596	1.04906177415518	0.695876476569	0.950670058011	1	1	0.860540353906596	1.04906177415518	0	0	SPAG17	increased pre2on	positive selection
Pt52_1_144864318_G_A	Pt52	0.824902047830208	1.17527428580968	0.68636643575	0.921287605091	1	1	0.824902047830208	1.17527428580968	1	1	PDE4DIP	increased pre2on	positive selection
Pt52_1_149901663_G_A	Pt52	0.877021275546328	1.11127271841847	0.686950211294	0.935368365525	1	1	0.877021275546328	1.11127271841847	1	1	MTMR11	increased pre2on	positive selection
Pt52_1_152277517_G_A	Pt52	0.898790686299252	1.01064200550258	0.7340561894	0.956082926425	1	1	0.898790686299252	1.01064200550258	1	1	FLG	increased pre2on	positive selection
Pt52_1_152732942_A_G	Pt52	0.87133191953364	1.17317447176848	0.646806544869	0.926757844307	1	1	0.87133191953364	1.17317447176848	1	1	KPRP	increased pre2on	positive selection
Pt52_1_152785118_G_A	Pt52	0.86982414984056	1.14791745192564	0.591796134253	0.936312311315	0.74	1	0.86982414984056	1.14791745192564	0	0	LCE1B	increased pre2on	positive selection
Pt52_1_152975715_C_T	Pt52	0.8820806790044	0	0.690971710848	0	1	0	0.8820806790044	0	0	0	0	lost subclonal pre2on	negative selection
Pt52_1_153654210_G_A	Pt52	0.86184621010484	1.22343228097112	0.637686146718	0.892864331902	1	0.65	0.86184621010484	1.22343228097112	1	1	NPR1	increased pre2on	positive selection
Pt52_1_154030693_C_T	Pt52	0.8701036402102	1.18120434232904	0.659733555211	0.925627172686	1	1	0.8701036402102	1.18120434232904	0	0	NUP210L	increased pre2on	positive selection
Pt52_1_158605757_C_T	Pt52	0.85372406465276	1.18572831576552	0.620911779369	0.911791156414	0.96	0.75	0.85372406465276	1.18572831576552	1	1	SPTA1	increased pre2on	positive selection
Pt52_1_159505728_G_A	Pt52	0.876917030557948	1.039904274864	0.715199399542	0.951509014852	1	1	0.876917030557948	1.039904274864	0	0	OR10J5	increased pre2on	positive selection
Pt52_1_159802745_C_T	Pt52	0.88010692757996	1.18598923434896	0.673591585545	0.924797031026	1	1	0.88010692757996	1.18598923434896	0	0	SLAMF8	increased pre2on	positive selection
Pt52_1_161693250_C_T	Pt52	0.922225903937932	1.0286305789117	0.74100981372	0.95219004661	1	1	0.922225903937932	1.0286305789117	1	1	FCRLB	increased pre2on	positive selection
Pt52_1_167038375_C_T	Pt52	0.95668994222844	1.02706469663717	0.75214417761	0.954140470969	1	1	0.95668994222844	1.02706469663717	1	1	GPA33	clonal both	no selection
Pt52_1_169701965_C_T	Pt52	0.87633035175544	1.1880121914696	0.578913504112	0.916685987175	0.55	0.86	0.87633035175544	1.1880121914696	0	0	SELE	increased pre2on	positive selection
Pt52_1_176852085_G_A	Pt52	0.86181029608448	1.1968820316896	0.606457624618	0.919390439684	0.86	1	0.86181029608448	1.1968820316896	1	1	ASTN1	increased pre2on	positive selection
Pt52_1_177249712_C_T	Pt52	0.87333584081948	1.1876341205588	0.62432125041	0.920951832621	0.87	1	0.87333584081948	1.1876341205588	1	1	BRINP2	increased pre2on	positive selection
Pt52_1_182499430_G_A	Pt52	0.860059374888588	1.00932472356041	0.716058111188	0.957239131419	1	1	0.860059374888588	1.00932472356041	1	1	RGSL1	increased pre2on	positive selection
Pt52_1_196697552_C_T	Pt52	0.88917802863896	1.17224832944708	0.675484423421	0.928213456236	1	1	0.88917802863896	1.17224832944708	0	0	CFH	increased pre2on	positive selection
Pt52_1_197411327_G_A	Pt52	0.86437297688552	1.19928319598328	0.598116818463	0.905463893885	0.78	0.75	0.86437297688552	1.19928319598328	0	0	CRB1	increased pre2on	positive selection
Pt52_1_204950995_C_T	Pt52	0.88093872514668	1.19969560402804	0.643402827756	0.913794196875	1	1	0.88093872514668	1.19969560402804	0	0	NFASC	increased pre2on	positive selection
Pt52_1_205585695_G_A	Pt52	0.860618627620292	1.03028772314486	0.709081097373	0.95271635958	1	1	0.860618627620292	1.03028772314486	0	0	ELK4	increased pre2on	positive selection
Pt52_1_208061135_G_A	Pt52	0.932072342173204	1.00207487831787	0.743999348014	0.959259116734	1	1	0.932072342173204	1.00207487831787	1	1	CD34	increased pre2on	positive selection
Pt52_1_215901364_G_A	Pt52	0.85543835186132	1.15559310160772	0.630478720855	0.929385872409	1	0.83	0.85543835186132	1.15559310160772	0	0	USH2A	increased pre2on	positive selection
Pt52_1_228487675_C_T	Pt52	0.904134264351508	1.00962873090953	0.732043396622	0.956939102985	1	1	0.904134264351508	1.00962873090953	0	0	OBSCN	increased pre2on	positive selection
Pt52_1_240370998_A_G	Pt52	0.88637111203208	1.18340954857748	0.660702011729	0.922093978421	1	1	0.88637111203208	1.18340954857748	0	0	FMN2	increased pre2on	positive selection
Pt52_1_248058934_G_A	Pt52	0.87313523646012	1.1794818137922	0.618141233608	0.923873464428	0.79	1	0.87313523646012	1.1794818137922	1	1	OR2W3	increased pre2on	positive selection
Pt52_1_248308650_C_T	Pt52	0.9482647379004	1.00831349630968	0.749605054376	0.957645258356	1	1	0.9482647379004	1.00831349630968	0	0	OR2M5	increased pre2on	positive selection
Pt52_1_248366969_C_T	Pt52	0.848624754360436	1.00076471216178	0.708212950196	0.959625196248	1	1	0.848624754360436	1.00076471216178	0	0	OR2M3	increased pre2on	positive selection
Pt52_10_15115190_A_G	Pt52	0.86980097594968	1.16785374611732	0.592180690005	0.924322195969	0.72	0.83	0.86980097594968	1.16785374611732	1	1	OLAH	increased pre2on	positive selection
Pt52_10_21124448_C_T	Pt52	0.803417154484332	1.02693569759086	0.682341862948	0.951092314871	1	1	0.803417154484332	1.02693569759086	0	0	NEBL	increased pre2on	positive selection
Pt52_10_26409668_T_C	Pt52	0.850410003086944	1.01712272380111	0.715726573269	0.954260743739	1	1	0.850410003086944	1.01712272380111	1	1	MYO3A	increased pre2on	positive selection
Pt52_10_27352996_A_T	Pt52	0.86286204346108	1.147827148595	0.602470200607	0.931361638614	0.86	0.86	0.86286204346108	1.147827148595	1	1	ANKRD26	increased pre2on	positive selection
Pt52_10_27687814_A_G	Pt52	0.95846541173576	1.00017061748914	0.752983468274	0.959940005651	1	1	0.95846541173576	1.00017061748914	0	0	PTCHD3	clonal both	no selection
Pt52_10_28225688_C_T	Pt52	0.86722166844308	1.26815942905772	0.637829778293	0.832641471624	1	0.53	0.86722166844308	1.26815942905772	0	0	ARMC4	increased pre2on	positive selection
Pt52_10_47658619_C_T	Pt52	0.8544346687882	1.18893452579964	0.620045940238	0.916764443752	1	1	0.8544346687882	1.18893452579964	1	1	ANTXRL	increased pre2on	positive selection
Pt52_10_49928098_C_T	Pt52	0.86518535874772	1.23653504140756	0.638592261311	0.873488586265	1	0.69	0.86518535874772	1.23653504140756	0	0	WDFY4	increased pre2on	positive selection
Pt52_10_50599287_G_A	Pt52	0.816258503338464	1.03031493187233	0.697586479215	0.95129613727	1	1	0.816258503338464	1.03031493187233	1	1	DRGX	increased pre2on	positive selection
Pt52_10_73437355_G_A	Pt52	0.832123316097224	1.03020727305202	0.709708751048	0.950446595052	1	1	0.832123316097224	1.03020727305202	1	1	CDH23	increased pre2on	positive selection
Pt52_10_85984579_G_A	Pt52	0.8584334428638	1.15585978272524	0.607829885468	0.928223001631	0.88	0.83	0.8584334428638	1.15585978272524	0	0	LRIT2	increased pre2on	positive selection
Pt52_10_89720659_G_T	Pt52	0.8688964364584	0	0.631409325463	0	1	0	0.8688964364584	0	1	0	0	lost subclonal pre2on	negative selection
Pt52_10_96961916_G_A	Pt52	0.862525711191	1.14723707164976	0.59952938422	0.935265837247	0.83	1	0.862525711191	1.14723707164976	1	1	ACSM6	increased pre2on	positive selection
Pt52_10_98097919_G_A	Pt52	0.830767675952264	1.05508894190343	0.693233429629	0.948745215672	1	1	0.830767675952264	1.05508894190343	1	1	DNTT	increased pre2on	positive selection
Pt52_10_98408424_C_T	Pt52	0.88437033226512	0	0.640129527197	0	1	0	0.88437033226512	0	1	0	0	lost subclonal pre2on	negative selection
Pt52_10_98408557_C_T	Pt52	0.87657015139128	1.22286038658308	0.617493173371	0.898501876223	0.94	NA	0.87657015139128	1.22286038658308	0	0	PIK3AP1	increased pre2on	positive selection
Pt52_10_100150392_C_T	Pt52	0.88730794876292	1.16018756956212	0.656579167546	0.927996805196	1	1	0.88730794876292	1.16018756956212	1	1	PYROXD2	increased pre2on	positive selection
Pt52_10_100150393_C_T	Pt52	0.88850500144908	1.15991774185224	0.656288111947	0.927801281386	1	1	0.88850500144908	1.15991774185224	0	0	PYROXD2	increased pre2on	positive selection
Pt52_10_101657947_G_A	Pt52	0.8553121432756	1.221575259487	0.63879875415	0.882010678103	1	0.68	0.8553121432756	1.221575259487	1	1	DNMBP	increased pre2on	positive selection
Pt52_10_112362354_G_A	Pt52	0.87089488318128	1.1424611683946	0.584948034469	0.935040632486	0.68	1	0.87089488318128	1.1424611683946	0	0	SMC3	increased pre2on	positive selection
Pt52_10_121355971_C_T	Pt52	0.88392521774456	1.15284895225064	0.65828815342	0.933060354764	1	1	0.88392521774456	1.15284895225064	1	1	TIAL1	increased pre2on	positive selection
Pt52_10_124249059_C_T	Pt52	0.85303405270052	1.11834409164816	0.615346087869	0.943075999016	0.97	1	0.85303405270052	1.11834409164816	0	0	HTRA1	increased pre2on	positive selection
Pt52_11_1220964_C_A	Pt52	0.94696562853568	1.00419623640843	0.743999181802	0.958747461234	1	1	0.94696562853568	1.00419623640843	0	0	MUC5AC	increased pre2on	positive selection
Pt52_11_1262697_C_T	Pt52	0.85706481830672	1.11119013893104	0.617650355831	0.941758120615	0.83	1	0.85706481830672	1.11119013893104	0	0	MUC5B	increased pre2on	positive selection
Pt52_11_1651643_C_T	Pt52	0.95591392705936	0	0.747553099563	0	1	0	0.95591392705936	0	0	0	0	lost clonal pre2on	negative selection
Pt52_11_3797241_G_A	Pt52	0.93980561952104	1.05934114787615	0.740650000364	0.948808190788	1	1	0.93980561952104	1.05934114787615	0	0	NUP98	increased pre2on	positive selection
Pt52_11_4842740_C_T	Pt52	0.905744506951416	1.04343675328419	0.716959955951	0.952530556676	1	1	0.905744506951416	1.04343675328419	1	1	OR51F2	increased pre2on	positive selection
Pt52_11_5172693_G_A	Pt52	0.882821009460952	1.04239136759925	0.69223073728	0.952862013566	1	1	0.882821009460952	1.04239136759925	1	1	OR52A1	increased pre2on	positive selection
Pt52_11_5475706_C_T	Pt52	0.92316829381872	1.10580368654859	0.72491139766	0.941774510072	NA	NA	0.92316829381872	1.10580368654859	0	0	OR51I2	increased pre2on	positive selection
Pt52_11_5655985_A_G	Pt52	0.83984780762768	1.14777180315076	0.639489079105	0.927043863567	1	0.79	0.83984780762768	1.14777180315076	1	1	TRIM6-TRIM34	increased pre2on	positive selection
Pt52_11_6554974_C_T	Pt52	0.954841393404	1.04987055822295	0.74718295198	0.950768866005	1	1	0.954841393404	1.04987055822295	1	1	DNHD1	clonal both	no selection
Pt52_11_6566777_C_T	Pt52	0.85771524575452	1.12058145290748	0.60752443176	0.939143613285	0.85	0.95	0.85771524575452	1.12058145290748	0	0	DNHD1	increased pre2on	positive selection
Pt52_11_8122427_G_A	Pt52	0.90302155781916	1.00940279199902	0.722773904416	0.957668986254	1	1	0.90302155781916	1.00940279199902	0	0	TUB	increased pre2on	positive selection
Pt52_11_17594726_G_A	Pt52	0.8405594101954	1.17222538652596	0.641321085475	0.919322389968	1	0.76	0.8405594101954	1.17222538652596	1	1	OTOG	increased pre2on	positive selection
Pt52_11_19247333_C_T	Pt52	0.892413375207932	1.04323337169928	0.716547348373	0.951053257984	1	1	0.892413375207932	1.04323337169928	0	0	E2F8	increased pre2on	positive selection
Pt52_11_21135209_C_T	Pt52	0.883673221164728	1.00925771051979	0.711491977405	0.957540686058	1	1	0.883673221164728	1.00925771051979	1	1	NELL1	increased pre2on	positive selection
Pt52_11_47767904_C_T	Pt52	0.892680612496312	1.10559917602292	0.714583470003	0.941043209304	1	1	0.892680612496312	1.10559917602292	1	1	FNBP4	increased pre2on	positive selection
Pt52_11_48347215_C_T	Pt52	0.82760179078548	1.20904521245464	0.663904361179	0.700974793448	1	0.55	0.82760179078548	1.20904521245464	0	0	OR4C3	increased pre2on	positive selection
Pt52_11_58190606_C_T	Pt52	0.85899389428604	1.17541632710028	0.61261488229	0.918813566154	0.86	0.74	0.85899389428604	1.17541632710028	1	1	OR5B2	increased pre2on	positive selection
Pt52_11_63175670_G_A	Pt52	0.849989345403908	1.1102848720863	0.689248476172	0.941725563726	1	1	0.849989345403908	1.1102848720863	1	1	SLC22A9	increased pre2on	positive selection
Pt52_11_65721164_G_A	Pt52	0.920842881623496	1.19316514417588	0.72889930195	0.910789816656	1	0.89	0.920842881623496	1.19316514417588	0	0	TSGA10IP	increased pre2on	positive selection
Pt52_11_66638583_G_A	Pt52	0.95683805714904	1.02615109486575	0.748580838079	0.954558540766	1	1	0.95683805714904	1.02615109486575	0	0	PC	clonal both	no selection
Pt52_11_67173430_G_A	Pt52	0.886875772681532	1.14259074383408	0.69306566001	0.931098138458	1	1	0.886875772681532	1.14259074383408	0	0	TBC1D10C	increased pre2on	positive selection
Pt52_11_70049811_C_T	Pt52	0.93217110815712	1.09178964838105	0.732376729414	0.945031513383	NA	NA	0.93217110815712	1.09178964838105	0	0	FADD	increased pre2on	positive selection
Pt52_11_74883575_G_A	Pt52	0.919935681775708	1.00929354723497	0.734077441395	0.957808871433	1	1	0.919935681775708	1.00929354723497	0	0	SLCO2B1	increased pre2on	positive selection
Pt52_11_84245660_C_T	Pt52	0.92082587857084	1.06040011485635	0.695170673186	0.947560559904	1	1	0.92082587857084	1.06040011485635	1	1	DLG2	increased pre2on	positive selection
Pt52_11_100784182_G_A	Pt52	0.88572859574584	0	0.660031565725	0	1	0	0.88572859574584	0	0	0	0	lost subclonal pre2on	negative selection
